,beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price
78472,3.0,2.0,1590.0,sqft,2500.0,sqft,98117.0,880000.0
78606,3.0,2.0,2320.0,sqft,4000.0,sqft,,880000.0
78543,2.0,,,sqft,0.25,acre,98112.0,880000.0
79025,2.0,,1276.0,sqft,0.54,acre,98103.0,885000.0
78659,2.0,2.5,1159.0,sqft,5250.0,sqft,98122.0,885000.0
78869,2.0,2.5,1470.0,sqft,780.0,sqft,98103.0,885000.0
78802,2.0,,1276.0,sqft,0.54,acre,98103.0,885000.0
78794,2.0,2.5,1470.0,sqft,780.0,sqft,98103.0,885000.0
78806,2.0,,1276.0,sqft,0.54,acre,98103.0,885000.0
78751,2.0,2.5,1159.0,sqft,5250.0,sqft,98122.0,885000.0
79005,2.0,2.5,1470.0,sqft,780.0,sqft,98103.0,885000.0
78793,2.0,2.5,1159.0,sqft,5250.0,sqft,98122.0,885000.0
78943,2.0,2.5,1159.0,sqft,5250.0,sqft,98122.0,885000.0
79432,3.0,2.0,2350.0,sqft,7320.0,sqft,98178.0,888000.0
79294,3.0,,,sqft,4590.0,sqft,98117.0,888000.0
79527,3.0,,,sqft,4590.0,sqft,98117.0,888000.0
79238,3.0,,,sqft,4590.0,sqft,98117.0,888000.0
79091,3.0,2.0,2350.0,sqft,7320.0,sqft,98178.0,888000.0
79457,3.0,2.0,2350.0,sqft,7320.0,sqft,98178.0,888000.0
79200,3.0,,,sqft,4590.0,sqft,98117.0,888000.0
79499,3.0,2.0,2350.0,sqft,7320.0,sqft,98178.0,888000.0
79112,3.0,2.0,2350.0,sqft,7320.0,sqft,98178.0,888000.0
79449,3.0,,,sqft,4590.0,sqft,98117.0,888000.0
79963,4.0,,,sqft,1562.0,sqft,98117.0,889000.0
79599,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
79736,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
79911,4.0,,,sqft,1562.0,sqft,98117.0,889000.0
79862,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
79753,4.0,,,sqft,1562.0,sqft,98117.0,889000.0
79900,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
79762,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
79721,4.0,,,sqft,1562.0,sqft,98117.0,889000.0
79860,5.0,,3060.0,sqft,7006.0,sqft,98118.0,889000.0
80449,2.0,,,sqft,,,98109.0,890000.0
80426,4.0,,2560.0,sqft,9956.0,sqft,98115.0,890000.0
80267,3.0,,1420.0,sqft,1873.0,sqft,98103.0,890000.0
80130,3.0,2.0,1759.0,sqft,1188.0,sqft,,890000.0
80337,3.0,2.0,1759.0,sqft,1188.0,sqft,,890000.0
80457,4.0,,2560.0,sqft,9956.0,sqft,98115.0,890000.0
80349,3.0,,,sqft,837.0,sqft,98117.0,890000.0
80021,2.0,,,sqft,,,98109.0,890000.0
80197,3.0,2.0,1759.0,sqft,1188.0,sqft,,890000.0
80199,3.0,2.0,1759.0,sqft,1188.0,sqft,,890000.0
80575,2.0,2.0,1248.0,sqft,912.0,sqft,98122.0,890955.0
80801,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80860,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80939,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80906,2.0,2.0,1248.0,sqft,912.0,sqft,98122.0,890955.0
80949,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80725,2.0,2.0,1248.0,sqft,912.0,sqft,98122.0,890955.0
80903,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80828,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
80578,3.0,3.0,1454.0,sqft,760.0,sqft,98122.0,890955.0
81143,2.0,,2170.0,sqft,5250.0,sqft,98116.0,893000.0
81225,2.0,2.0,1526.0,sqft,,,98199.0,893000.0
81052,2.0,2.0,1526.0,sqft,,,98199.0,893000.0
81323,2.0,,2170.0,sqft,5250.0,sqft,98116.0,893000.0
80979,2.0,,2170.0,sqft,5250.0,sqft,98116.0,893000.0
81226,2.0,,2170.0,sqft,5250.0,sqft,98116.0,893000.0
81195,2.0,2.0,1526.0,sqft,,,98199.0,893000.0
81159,2.0,2.0,1526.0,sqft,,,98199.0,893000.0
81137,2.0,2.0,1526.0,sqft,,,98199.0,893000.0
80962,2.0,,2170.0,sqft,5250.0,sqft,98116.0,893000.0
81861,,1.5,1630.0,sqft,6615.0,sqft,98115.0,895000.0
81510,,1.5,1630.0,sqft,6615.0,sqft,98115.0,895000.0
81807,3.0,2.0,1940.0,sqft,4850.0,sqft,98107.0,895000.0
81788,3.0,2.0,1940.0,sqft,4850.0,sqft,98107.0,895000.0
81853,,2.5,1610.0,sqft,1690.0,sqft,98107.0,895000.0
81806,2.0,,1538.0,sqft,900.0,sqft,98105.0,895000.0
81692,3.0,2.0,1940.0,sqft,4850.0,sqft,98107.0,895000.0
81884,3.0,2.0,1940.0,sqft,4850.0,sqft,98107.0,895000.0
81628,,3.0,1900.0,sqft,8160.0,sqft,98118.0,895000.0
81463,2.0,,1538.0,sqft,900.0,sqft,98105.0,895000.0
82280,2.0,2.0,1425.0,sqft,0.42,acre,,899000.0
82324,2.0,2.0,1425.0,sqft,0.42,acre,,899000.0
82089,3.0,2.5,,sqft,662.0,sqft,98119.0,899000.0
82050,,2.5,1346.0,sqft,1270.0,sqft,,899000.0
82015,,2.5,1048.0,sqft,834.0,sqft,98112.0,899000.0
82038,,2.5,1346.0,sqft,1270.0,sqft,,899000.0
82340,,2.5,1346.0,sqft,1270.0,sqft,,899000.0
81928,,2.0,1320.0,sqft,1386.0,sqft,98103.0,899000.0
82152,3.0,,1590.0,sqft,1314.0,sqft,98144.0,899000.0
82149,,3.0,2020.0,sqft,6000.0,sqft,,899000.0
82633,,2.0,1490.0,sqft,1050.0,sqft,98107.0,900000.0
82381,3.0,2.5,,sqft,1268.0,sqft,98117.0,900000.0
82535,3.0,2.0,2020.0,sqft,6000.0,sqft,98119.0,900000.0
82559,3.0,,1280.0,sqft,2600.0,sqft,98103.0,900000.0
82573,,2.5,,sqft,1095.0,sqft,98109.0,900000.0
82704,,2.0,,sqft,1762.0,sqft,98115.0,900000.0
82414,3.0,,1280.0,sqft,2600.0,sqft,98103.0,900000.0
82649,4.0,4.0,2120.0,sqft,6000.0,sqft,98136.0,900000.0
82719,3.0,2.0,1790.0,sqft,4080.0,sqft,98115.0,900000.0
82723,3.0,2.0,1790.0,sqft,4080.0,sqft,98115.0,900000.0
82984,3.0,2.5,1515.0,sqft,1563.0,sqft,98102.0,905000.0
83031,,,1680.0,sqft,3080.0,sqft,98117.0,905000.0
82850,4.0,1.0,2290.0,sqft,2703.0,sqft,98103.0,905000.0
83140,4.0,1.0,2290.0,sqft,2703.0,sqft,98103.0,905000.0
83181,5.0,3.0,2030.0,sqft,5046.0,sqft,98144.0,905000.0
83195,5.0,3.0,2030.0,sqft,5046.0,sqft,98144.0,905000.0
82867,5.0,3.0,2030.0,sqft,5046.0,sqft,98144.0,905000.0
82971,2.0,1.0,,sqft,6734.0,sqft,98117.0,905000.0
83160,5.0,3.0,2030.0,sqft,5046.0,sqft,98144.0,905000.0
82941,5.0,3.0,2030.0,sqft,5046.0,sqft,98144.0,905000.0
83655,,2.0,1730.0,sqft,8421.0,sqft,98125.0,910000.0
83299,,2.0,1680.0,sqft,6000.0,sqft,98136.0,910000.0
83683,,3.0,2510.0,sqft,5130.0,sqft,98103.0,910000.0
83399,,3.0,2510.0,sqft,5130.0,sqft,98103.0,910000.0
83555,3.0,2.5,1712.0,sqft,1215.0,sqft,98117.0,910000.0
83588,,3.0,2510.0,sqft,5130.0,sqft,98103.0,910000.0
83279,3.0,2.0,1496.0,sqft,1.0,acre,98144.0,910000.0
83456,,3.0,2510.0,sqft,5130.0,sqft,98103.0,910000.0
83281,3.0,,1705.0,sqft,7680.0,sqft,98177.0,910000.0
83352,,2.0,1730.0,sqft,8421.0,sqft,98125.0,910000.0
83795,3.0,,1514.0,sqft,990.0,sqft,98107.0,915000.0
84183,5.0,,2430.0,sqft,7812.0,sqft,98133.0,915000.0
83997,1.0,1.0,1270.0,sqft,5640.0,sqft,98108.0,915000.0
83904,3.0,3.0,,sqft,2272.0,sqft,98117.0,915000.0
84159,2.0,2.0,1510.0,sqft,7200.0,sqft,98105.0,915000.0
84009,3.0,3.0,,sqft,2272.0,sqft,98117.0,915000.0
83981,1.0,1.0,1270.0,sqft,5640.0,sqft,98108.0,915000.0
83927,3.0,2.0,1611.0,sqft,4648.0,sqft,98107.0,915000.0
83877,2.0,2.0,1510.0,sqft,7200.0,sqft,98105.0,915000.0
83887,5.0,,2430.0,sqft,7812.0,sqft,98133.0,915000.0
84285,4.0,,2120.0,sqft,7721.0,sqft,98126.0,920000.0
84385,,1.0,2160.0,sqft,5100.0,sqft,98115.0,920000.0
84519,,1.0,2160.0,sqft,5100.0,sqft,98115.0,920000.0
84228,4.0,3.0,2050.0,sqft,4362.0,sqft,,920000.0
84558,3.0,2.0,1328.0,sqft,859.0,sqft,98103.0,920000.0
84467,4.0,,2120.0,sqft,7721.0,sqft,98126.0,920000.0
84582,4.0,3.0,2050.0,sqft,4362.0,sqft,,920000.0
84210,3.0,2.0,1328.0,sqft,859.0,sqft,98103.0,920000.0
84379,,1.0,2160.0,sqft,5100.0,sqft,98115.0,920000.0
84530,4.0,3.0,2050.0,sqft,4362.0,sqft,,920000.0
84748,,2.5,1884.0,sqft,0.27,acre,98116.0,925000.0
85073,4.0,3.5,,sqft,4000.0,sqft,98108.0,925000.0
139,4.0,,2230.0,sqft,5940.0,sqft,98125.0,925000.0
84827,,2.0,,sqft,5632.0,sqft,,925000.0
84715,,3.0,2440.0,sqft,8000.0,sqft,98144.0,925000.0
84694,,,2340.0,sqft,7500.0,sqft,98115.0,925000.0
84787,,2.5,1884.0,sqft,0.27,acre,98116.0,925000.0
84919,3.0,2.0,1290.0,sqft,2700.0,sqft,98144.0,925000.0
84921,4.0,2.5,1760.0,sqft,2670.0,sqft,98144.0,925000.0
84756,,,2340.0,sqft,7500.0,sqft,98115.0,925000.0
85503,4.0,,1680.0,sqft,2600.0,sqft,98107.0,930000.0
85500,1.0,2.0,1137.0,sqft,,,98119.0,930000.0
85406,4.0,,1680.0,sqft,2600.0,sqft,98107.0,930000.0
85432,1.0,2.0,1137.0,sqft,,,98119.0,930000.0
85490,,1.5,2220.0,sqft,6270.0,sqft,98115.0,930000.0
85531,4.0,2.0,2790.0,sqft,6250.0,sqft,98126.0,930000.0
85502,4.0,,1680.0,sqft,2600.0,sqft,98107.0,930000.0
85211,,1.5,2220.0,sqft,6270.0,sqft,98115.0,930000.0
85199,4.0,,1680.0,sqft,2600.0,sqft,98107.0,930000.0
85279,4.0,2.0,2790.0,sqft,6250.0,sqft,98126.0,930000.0
86039,3.0,2.0,1440.0,sqft,6120.0,sqft,98115.0,935000.0
85874,,2.0,1498.0,sqft,1238.0,sqft,98122.0,935000.0
85984,3.0,2.0,1440.0,sqft,6120.0,sqft,98115.0,935000.0
85779,,2.0,1498.0,sqft,1238.0,sqft,98122.0,935000.0
85911,3.0,,,sqft,1377.0,sqft,98112.0,935000.0
85614,3.0,2.0,1440.0,sqft,6120.0,sqft,98115.0,935000.0
85875,,2.0,1498.0,sqft,1238.0,sqft,98122.0,935000.0
85587,3.0,,,sqft,1377.0,sqft,98112.0,935000.0
85623,,2.0,1498.0,sqft,1238.0,sqft,98122.0,935000.0
85980,3.0,2.0,1440.0,sqft,6120.0,sqft,98115.0,935000.0
86133,3.0,2.0,1799.0,sqft,1471.0,sqft,,940000.0
86100,4.0,3.0,2040.0,sqft,6348.0,sqft,98103.0,940000.0
86186,3.0,2.0,1799.0,sqft,1471.0,sqft,,940000.0
86305,3.0,2.0,1799.0,sqft,1471.0,sqft,,940000.0
86159,4.0,3.0,2040.0,sqft,6348.0,sqft,98103.0,940000.0
86225,5.0,3.0,2550.0,sqft,6604.0,sqft,98106.0,940000.0
86478,5.0,3.0,2550.0,sqft,6604.0,sqft,98106.0,940000.0
86275,5.0,3.0,2550.0,sqft,6604.0,sqft,98106.0,940000.0
86321,4.0,3.0,2040.0,sqft,6348.0,sqft,98103.0,940000.0
86212,3.0,2.0,1799.0,sqft,1471.0,sqft,,940000.0
86887,,,1630.0,sqft,4982.0,sqft,,942000.0
86778,3.0,2.0,1580.0,sqft,6400.0,sqft,98126.0,942000.0
86932,2.0,1.0,,sqft,6180.0,sqft,98103.0,942000.0
86971,,,1630.0,sqft,4982.0,sqft,,942000.0
86866,,,1630.0,sqft,4982.0,sqft,,942000.0
86519,2.0,1.0,,sqft,6180.0,sqft,98103.0,942000.0
86886,2.0,1.0,,sqft,6180.0,sqft,98103.0,942000.0
86850,3.0,2.0,1580.0,sqft,6400.0,sqft,98126.0,942000.0
86840,,,1630.0,sqft,4982.0,sqft,,942000.0
86890,,,1630.0,sqft,4982.0,sqft,,942000.0
87099,2.0,2.0,1595.0,sqft,,,98119.0,945000.0
87040,,2.0,1810.0,sqft,5100.0,sqft,98117.0,945000.0
87071,,2.0,1810.0,sqft,5100.0,sqft,98117.0,945000.0
87086,2.0,2.5,,sqft,3753.0,sqft,98103.0,945000.0
87277,,2.0,1810.0,sqft,5100.0,sqft,98117.0,945000.0
87243,2.0,2.0,1595.0,sqft,,,98119.0,945000.0
87328,2.0,2.5,,sqft,3753.0,sqft,98103.0,945000.0
87381,,2.0,1810.0,sqft,5100.0,sqft,98117.0,945000.0
87379,2.0,2.5,,sqft,3753.0,sqft,98103.0,945000.0
87368,,2.0,1810.0,sqft,5100.0,sqft,98117.0,945000.0
87885,5.0,3.0,3060.0,sqft,6250.0,sqft,,950000.0
87720,4.0,1.5,2080.0,sqft,5000.0,sqft,98116.0,950000.0
87722,2.0,2.0,1042.0,sqft,,,98102.0,950000.0
87473,2.0,2.0,1042.0,sqft,,,98102.0,950000.0
87766,5.0,3.0,3060.0,sqft,6250.0,sqft,,950000.0
87815,4.0,2.0,,sqft,4864.0,sqft,98117.0,950000.0
87477,4.0,3.0,1620.0,sqft,3380.0,sqft,,950000.0
87609,2.0,,2170.0,sqft,6985.0,sqft,,950000.0
87629,,,2180.0,sqft,8100.0,sqft,98122.0,950000.0
87861,5.0,3.0,3060.0,sqft,6250.0,sqft,,950000.0
88019,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
87992,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
88229,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
88172,3.0,,1960.0,sqft,4400.0,sqft,98199.0,955000.0
88325,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
87927,3.0,,1960.0,sqft,4400.0,sqft,98199.0,955000.0
88239,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
88272,3.0,,1960.0,sqft,4400.0,sqft,98199.0,955000.0
88188,3.0,,1960.0,sqft,4400.0,sqft,98199.0,955000.0
88150,3.0,,,sqft,1751.0,sqft,98122.0,955000.0
88434,2.0,,1350.0,sqft,4590.0,sqft,98117.0,960000.0
88439,4.0,2.0,2140.0,sqft,4947.0,sqft,98136.0,960000.0
88709,3.0,2.5,1830.0,sqft,1175.0,sqft,98116.0,960000.0
88488,2.0,,1350.0,sqft,4590.0,sqft,98117.0,960000.0
88822,5.0,2.0,2420.0,sqft,4080.0,sqft,98117.0,960000.0
88518,5.0,2.0,2420.0,sqft,4080.0,sqft,98117.0,960000.0
88550,5.0,2.0,2420.0,sqft,4080.0,sqft,98117.0,960000.0
88507,4.0,2.5,2130.0,sqft,6250.0,sqft,98136.0,960000.0
88731,4.0,2.0,2140.0,sqft,4947.0,sqft,98136.0,960000.0
88730,4.0,2.5,2130.0,sqft,6250.0,sqft,98136.0,960000.0
1886,2.0,2.0,1391.0,sqft,1049.0,sqft,98115.0,963625.0
1549,3.0,2.5,2860.0,sqft,4500.0,sqft,98126.0,963625.0
1732,4.0,2.5,2750.0,sqft,5589.0,sqft,98112.0,963625.0
215,2.0,2.0,1192.0,sqft,928.0,sqft,,963625.0
1464,4.0,,1545.0,sqft,4963.0,sqft,98103.0,963625.0
459,3.0,2.5,,sqft,3999.0,sqft,98115.0,963625.0
1225,,1.0,564.0,sqft,100.0,acre,98103.0,963625.0
445,2.0,2.0,1170.0,sqft,,,98115.0,963625.0
560,4.0,3.0,1540.0,sqft,3060.0,sqft,98105.0,963625.0
225,2.0,2.0,1115.0,sqft,0.96,acre,98121.0,963625.0
89230,3.0,2.0,1900.0,sqft,6093.0,sqft,98115.0,965000.0
88862,3.0,2.0,1560.0,sqft,5056.0,sqft,98116.0,965000.0
89289,3.0,2.0,1560.0,sqft,5056.0,sqft,98116.0,965000.0
89193,3.0,2.0,1560.0,sqft,5056.0,sqft,98116.0,965000.0
88898,3.0,2.0,1560.0,sqft,5056.0,sqft,98116.0,965000.0
89117,3.0,2.0,1900.0,sqft,6093.0,sqft,98115.0,965000.0
89047,3.0,,1690.0,sqft,1444.0,sqft,98103.0,965000.0
88917,4.0,,2240.0,sqft,5624.0,sqft,98108.0,965000.0
89105,4.0,,2240.0,sqft,5624.0,sqft,98108.0,965000.0
89085,3.0,2.0,1560.0,sqft,5056.0,sqft,98116.0,965000.0
89750,3.0,,,sqft,1514.0,sqft,98107.0,970000.0
89468,3.0,,,sqft,1514.0,sqft,98107.0,970000.0
89623,,2.5,1736.0,sqft,,,98122.0,970000.0
89417,,2.5,1736.0,sqft,,,98122.0,970000.0
89336,,2.5,1736.0,sqft,,,98122.0,970000.0
89704,,2.5,1736.0,sqft,,,98122.0,970000.0
89467,3.0,,,sqft,1514.0,sqft,98107.0,970000.0
89445,,2.5,1736.0,sqft,,,98122.0,970000.0
89478,3.0,,,sqft,1514.0,sqft,98107.0,970000.0
89303,,2.5,1736.0,sqft,,,98122.0,970000.0
90218,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
89883,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
89891,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
90166,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
89788,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
90169,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
89945,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
90181,3.0,,,sqft,1376.0,sqft,98103.0,974999.0
89799,3.0,2.0,,sqft,1238.0,sqft,98122.0,974999.0
90165,3.0,2.0,,sqft,1238.0,sqft,98122.0,974999.0
90483,,2.0,2080.0,sqft,3850.0,sqft,98105.0,975000.0
90644,4.0,3.5,2336.0,sqft,2392.0,sqft,98115.0,975000.0
90484,4.0,1.5,1300.0,sqft,4080.0,sqft,98122.0,975000.0
90507,,1.5,1570.0,sqft,3880.0,sqft,98117.0,975000.0
90381,4.0,2.5,2172.0,sqft,3431.0,sqft,98105.0,975000.0
90278,4.0,1.5,1300.0,sqft,4080.0,sqft,98122.0,975000.0
90397,4.0,1.5,1300.0,sqft,4080.0,sqft,98122.0,975000.0
90345,4.0,2.5,2172.0,sqft,3431.0,sqft,98105.0,975000.0
90441,,2.0,2080.0,sqft,3850.0,sqft,98105.0,975000.0
90623,3.0,1.0,1780.0,sqft,5000.0,sqft,98144.0,975000.0
90882,,,,sqft,1498.0,sqft,98199.0,980000.0
90950,4.0,3.0,2160.0,sqft,6298.0,sqft,98125.0,980000.0
91051,4.0,3.0,2160.0,sqft,6298.0,sqft,98125.0,980000.0
90742,4.0,3.5,1989.0,sqft,1607.0,sqft,98117.0,980000.0
90996,2.0,2.0,,sqft,6750.0,sqft,98115.0,980000.0
90870,4.0,3.5,1989.0,sqft,1607.0,sqft,98117.0,980000.0
90790,5.0,3.5,,sqft,0.24,acre,98106.0,980000.0
91080,5.0,3.5,,sqft,0.24,acre,98106.0,980000.0
90786,3.0,1.5,1420.0,sqft,6009.0,sqft,98117.0,980000.0
91017,5.0,3.5,,sqft,0.24,acre,98106.0,980000.0
91532,4.0,3.5,,sqft,4000.0,sqft,,985000.0
91600,4.0,3.5,,sqft,4000.0,sqft,,985000.0
91396,,1.0,1120.0,sqft,4000.0,sqft,98112.0,985000.0
91376,,1.0,1120.0,sqft,4000.0,sqft,98112.0,985000.0
91411,3.0,2.0,1565.0,sqft,2500.0,sqft,98103.0,985000.0
91188,,1.0,1120.0,sqft,4000.0,sqft,98112.0,985000.0
91357,,,,sqft,9918.0,sqft,98133.0,985000.0
91462,4.0,3.5,,sqft,4000.0,sqft,,985000.0
91578,2.0,2.0,,sqft,5000.0,sqft,98116.0,985000.0
91211,4.0,3.5,,sqft,4000.0,sqft,,985000.0
91792,3.0,2.5,1616.0,sqft,,,98116.0,990000.0
91652,3.0,2.5,1616.0,sqft,,,98116.0,990000.0
91696,,2.5,1820.0,sqft,1595.0,sqft,98103.0,990000.0
91902,,2.5,1820.0,sqft,1595.0,sqft,98103.0,990000.0
91941,,2.5,1820.0,sqft,1595.0,sqft,98103.0,990000.0
91918,3.0,2.5,1616.0,sqft,,,98116.0,990000.0
1158,3.0,2.5,1616.0,sqft,,,98116.0,990000.0
91899,,2.5,1820.0,sqft,1595.0,sqft,98103.0,990000.0
92056,3.0,2.5,1616.0,sqft,,,98116.0,990000.0
91880,,2.5,1820.0,sqft,1595.0,sqft,98103.0,990000.0
92521,3.0,2.5,1386.0,sqft,1065.0,sqft,98107.0,999950.0
92173,3.0,3.0,1880.0,sqft,2200.0,sqft,,999950.0
92249,3.0,2.5,1386.0,sqft,1065.0,sqft,98107.0,999950.0
92379,4.0,2.0,1760.0,sqft,4700.0,sqft,98115.0,999950.0
92313,3.0,2.5,1386.0,sqft,1065.0,sqft,98107.0,999950.0
92140,3.0,3.0,,sqft,2200.0,sqft,98107.0,999950.0
92535,3.0,3.0,1880.0,sqft,2200.0,sqft,,999950.0
92510,3.0,2.5,1386.0,sqft,1065.0,sqft,98107.0,999950.0
92169,6.0,4.0,3280.0,sqft,5650.0,sqft,98118.0,999950.0
92439,4.0,2.0,1760.0,sqft,4700.0,sqft,98115.0,999950.0
92870,1.0,1.0,376.0,sqft,0.23,acre,98199.0,1000000.0
92641,2.0,1.0,,sqft,6084.0,sqft,98119.0,1000000.0
92827,1.0,1.0,376.0,sqft,0.23,acre,98199.0,1000000.0
92783,4.0,4.0,,sqft,6000.0,sqft,98103.0,1000000.0
92878,3.0,,1580.0,sqft,5040.0,sqft,98116.0,1000000.0
92991,3.0,2.5,,sqft,1436.0,sqft,98107.0,1000000.0
92592,3.0,2.5,1810.0,sqft,1436.0,sqft,98107.0,1000000.0
92792,4.0,4.0,,sqft,6000.0,sqft,98103.0,1000000.0
92763,3.0,,2040.0,sqft,4000.0,sqft,98117.0,1000000.0
92589,5.0,,2510.0,sqft,0.27,acre,98133.0,1000000.0
93079,,4.0,3136.0,sqft,8636.0,sqft,98146.0,1005000.0
93043,3.0,1.0,2280.0,sqft,6900.0,sqft,98116.0,1005000.0
93191,3.0,1.0,2280.0,sqft,6900.0,sqft,98116.0,1005000.0
93369,3.0,1.0,2280.0,sqft,6900.0,sqft,98116.0,1005000.0
93019,,4.0,2470.0,sqft,5000.0,sqft,98118.0,1005000.0
93013,,4.0,3136.0,sqft,8636.0,sqft,98146.0,1005000.0
93439,3.0,1.0,2280.0,sqft,6900.0,sqft,98116.0,1005000.0
93461,,4.0,2470.0,sqft,5000.0,sqft,98118.0,1005000.0
93465,3.0,1.0,2280.0,sqft,6900.0,sqft,98116.0,1005000.0
93263,,4.0,3136.0,sqft,8636.0,sqft,98146.0,1005000.0
93649,3.0,2.5,1860.0,sqft,1063.0,sqft,98103.0,1025000.0
93472,4.0,2.0,1750.0,sqft,4950.0,sqft,,1025000.0
93586,5.0,,,sqft,6350.0,sqft,98126.0,1025000.0
93761,4.0,2.0,2510.0,sqft,5460.0,sqft,98115.0,1025000.0
93563,5.0,,,sqft,6350.0,sqft,98126.0,1025000.0
93493,3.0,2.5,1860.0,sqft,1063.0,sqft,98103.0,1025000.0
93708,,2.5,1939.0,sqft,2499.0,sqft,98107.0,1025000.0
93847,4.0,2.0,2510.0,sqft,5460.0,sqft,98115.0,1025000.0
93491,3.0,3.5,1840.0,sqft,1312.0,sqft,98117.0,1025000.0
93748,,2.5,1939.0,sqft,2499.0,sqft,98107.0,1025000.0
94192,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
93948,3.0,,1820.0,sqft,3090.0,sqft,98115.0,1030000.0
94000,3.0,,1820.0,sqft,3090.0,sqft,98115.0,1030000.0
94144,3.0,,1820.0,sqft,3090.0,sqft,98115.0,1030000.0
94003,3.0,,1820.0,sqft,3090.0,sqft,98115.0,1030000.0
94050,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
94241,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
94303,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
94016,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
94130,3.0,2.5,1573.0,sqft,1255.0,sqft,98107.0,1030000.0
94835,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
94562,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
94619,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
94845,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
94457,2.0,2.0,1350.0,sqft,815.0,sqft,98119.0,1035000.0
94685,2.0,2.0,1350.0,sqft,815.0,sqft,98119.0,1035000.0
94555,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
94850,2.0,2.0,1350.0,sqft,815.0,sqft,98119.0,1035000.0
94487,2.0,2.0,1350.0,sqft,815.0,sqft,98119.0,1035000.0
94738,,,1687.0,sqft,1.0,acre,98115.0,1035000.0
95311,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
95233,4.0,,1870.0,sqft,5280.0,sqft,98199.0,1040000.0
95291,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
95110,4.0,,1870.0,sqft,5280.0,sqft,98199.0,1040000.0
95301,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
94977,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
95332,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
95094,4.0,2.5,3105.0,sqft,7875.0,sqft,98115.0,1040000.0
95122,4.0,,1870.0,sqft,5280.0,sqft,98199.0,1040000.0
94918,4.0,,1870.0,sqft,5280.0,sqft,98199.0,1040000.0
95645,3.0,,1270.0,sqft,7140.0,sqft,98117.0,1050000.0
1296,3.0,,1872.0,sqft,2475.0,sqft,98107.0,1050000.0
95665,3.0,,1270.0,sqft,7140.0,sqft,98117.0,1050000.0
95739,,2.0,,sqft,0.33,acre,98118.0,1050000.0
95382,4.0,2.5,,sqft,3300.0,sqft,98117.0,1050000.0
95432,3.0,,1270.0,sqft,7140.0,sqft,98117.0,1050000.0
95789,3.0,3.0,1440.0,sqft,5300.0,sqft,98144.0,1050000.0
95670,3.0,2.0,2520.0,sqft,4000.0,sqft,98115.0,1050000.0
95659,4.0,,2240.0,sqft,5229.0,sqft,98117.0,1050000.0
95402,3.0,3.0,1440.0,sqft,5300.0,sqft,98144.0,1050000.0
96181,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
95999,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
96026,3.0,1.5,1640.0,sqft,5196.0,sqft,98103.0,1060000.0
95910,4.0,3.5,2600.0,sqft,4101.0,sqft,98108.0,1060000.0
95967,3.0,2.5,1846.0,sqft,0.24,acre,98199.0,1060000.0
